,Series_Title,Released_Year,Genre,Overview,IMDB_Rating,Director,Stars
909,Celda 211,2009,action adventur crime,stori men differ side prison riot inmat lead rebellion young guard trap revolt pose prison desper attempt surviv ordeal,7.6,daniel monzón,lui tosar alberto ammann antonio resin manuel morón
910,Moneyball,2011,biographi drama sport,oakland gener manag billi bean success attempt assembl basebal team lean budget employ computergener analysi acquir new player,7.6,bennett miller,brad pitt robin wright jonah hill philip seymour hoffman
911,La piel que habito,2011,drama horror thriller,brilliant plastic surgeon haunt past tragedi creat type synthet skin withstand kind damag guinea pig mysteri volatil woman hold key obsess,7.6,pedro almodóvar,antonio bandera elena anaya jan cornet marisa pared
912,Zombieland,2009,adventur comedi fantasi,shi student tri reach famili ohio guntot tough guy tri twinki pair sister tri amus park join forc travel zombiefil america,7.6,ruben fleischer,jess eisenberg emma stone woodi harrelson abigail breslin
913,Die Welle,2008,drama thriller,high school teacher experi demonstr student life like dictatorship spin horribl control form social unit life,7.6,denni gansel,jürgen vogel frederick lau max riemelt jennif ulrich
914,Sherlock Holmes,2009,action adventur mysteri,detect sherlock holm stalwart partner watson engag battl wit brawn nemesi plot threat england,7.6,guy ritchi,robert downey jr jude law rachel mcadam mark strong
915,The Blind Side,2009,biographi drama sport,stori michael oher homeless traumat boy allamerican footbal player firstround nfl draft pick help care woman famili,7.6,john lee hancock,quinton aaron sandra bullock tim mcgraw jae head
916,The Visitor,2007,drama,colleg professor travel new york citi attend confer find young coupl live apart,7.6,tom mccarthi,richard jenkin haaz sleiman danai gurira hiam abbass
917,Seven Pounds,2008,drama,man fate secret embark extraordinari journey redempt forev chang live seven stranger,7.6,gabriel muccino,smith rosario dawson woodi harrelson michael eali
918,Eastern Promises,2007,action crime drama,teenag die childbirth leav clue journal tie child rape involv violent russian mob famili,7.6,david cronenberg,naomi watt viggo mortensen armin muellerstahl josef altin
919,Stardust,2007,adventur famili fantasi,countrysid town border magic land young man make promis belov hell retriev fallen star ventur magic realm,7.6,matthew vaughn,charli cox clair dane sienna miller ian mckellen
920,The Secret of Kells,2009,anim adventur famili,young boy remot mediev outpost sieg barbarian raid beckon adventur celebr master illumin arriv ancient book brim secret wisdom power,7.6,tomm moor,nora twomey evan mcguir brendan gleeson mick lalli
921,Inside Man,2006,crime drama mysteri,polic detect bank robber highpow broker enter highstak negoti crimin brilliant heist spiral hostag situat,7.6,spike lee,denzel washington clive owen jodi foster christoph plummer
922,Gone Baby Gone,2007,crime drama mysteri,boston area detect investig littl girl kidnap ultim turn crisi profession person,7.6,ben affleck,morgan freeman ed harri casey affleck michel monaghan
923,La Vie En Rose,2007,biographi drama music,biopic icon french singer édith piaf rais grandmoth brothel discov sing street corner age despit success piaf life fill tragedi,7.6,olivi dahan,marion cotillard sylvi testud pascal greggori emmanuel seigner
924,Huo Yuan Jia,2006,action biographi drama,biographi chines martial art master huo yuanjia founder spiritu guru jin wu sport feder,7.6,ronni yu,jet li li sun yong dong yun qu
925,The Illusionist,2006,drama fantasi mysteri,turnofthecenturi vienna magician use abil secur love woman far social stand,7.6,neil burger,edward norton jessica biel paul giamatti rufu sewel
926,Dead Man's Shoes,2004,crime drama thriller,disaffect soldier return hometown thug brutal mentallychalleng brother year ago,7.6,shane meadow,paddi considin gari stretch tobi kebbel stuart wolfenden
927,Harry Potter and the Half-Blood Prince,2009,action adventur famili,harri potter begin sixth year hogwart discov old book mark properti halfblood princ begin learn lord voldemort dark past,7.6,david yate,daniel radcliff emma watson rupert grint michael gambon
928,300,2006,action drama,king leonida sparta forc men fight persian thermopyla bc,7.6,zack snyder,gerard butler lena headey david wenham domin west
929,Match Point,2005,drama romanc thriller,turn point life tenni pro fall actress happen date friend soontob brotherinlaw,7.6,woodi allen,scarlett johansson jonathan rhi meyer emili mortim matthew good
930,Watchmen,2009,action drama mysteri,superhero exist murder colleagu send activ vigilant rorschach sprawl investig uncov complet chang cours histori know,7.6,zack snyder,jacki earl haley patrick wilson carla gugino malin akerman
931,Lord of War,2005,action crime drama,arm dealer confront moral work chase interpol agent,7.6,andrew niccol,nicola cage ethan hawk jare leto bridget moynahan
932,Saw,2004,horror mysteri thriller,stranger awaken room recollect got soon discov theyr pawn deadli game perpetr notori serial killer,7.6,jame wan,cari elw leigh whannel danni glover ken leung
933,"Synecdoche, New York",2008,drama,theatr director struggl work women life creat lifes replica new york citi insid warehous new play,7.6,charli kaufman,philip seymour hoffman samantha morton michel william catherin keener
934,Mysterious Skin,2004,drama,teenag hustler young man obsess alien abduct cross path discov horribl liber truth,7.6,gregg araki,bradi corbet joseph gordonlevitt elisabeth shue chase ellison
935,Jeux d'enfants,2003,comedi drama romanc,adult best friend julien sophi continu odd game start children fearless competit outdo dare outrag stunt act reliev anoth pain game way avoid fact truli meant,7.6,yann samuel,guillaum canet marion cotillard thibault verhaegh joséphin lebasjoli
936,Un long dimanche de fiançailles,2004,drama mysteri romanc,tell stori young woman relentless search fiancé disappear trench somm world war,7.6,jeanpierr jeunet,audrey tautou gaspard ulliel jodi foster dominiqu pinon
937,The Station Agent,2003,comedi drama,friend die man born dwarfism move rural new jersey live life solitud meet chatti hot dog vendor woman deal person loss,7.6,tom mccarthi,peter dinklag patricia clarkson bobbi cannaval paul benjamin
938,21 Grams,2003,crime drama thriller,freak accid bring critic ill mathematician griev mother bornagain excon,7.6,alejandro g iñárritu,sean penn benicio del toro naomi watt danni huston
939,Boksuneun naui geot,2002,crime drama thriller,recent laid factori worker kidnap boss friend daughter hope use ransom money pay sister kidney transplant,7.6,chanwook park,kangho song shin hakyun bae doona jieun lim
940,Finding Neverland,2004,biographi drama famili,stori sir jm barri friendship famili inspir creat peter pan,7.6,marc forster,johnni depp kate winslet juli christi radha mitchel
941,25th Hour,2002,drama,corner dea convict new york drug dealer montgomeri brogan reevalu life remain hour face sevenyear jail term,7.6,spike lee,edward norton barri pepper philip seymour hoffman rosario dawson
942,The Butterfly Effect,2004,drama scifi thriller,evan treborn suffer blackout signific event life grow find way rememb lost memori supernatur way alter life read journal,7.6,eric bress,j macky gruber ashton kutcher ami smart melora walter
943,28 Days Later...,2002,drama horror scifi,week mysteri incur viru spread uk hand survivor tri sanctuari,7.6,danni boyl,cillian murphi naomi harri christoph eccleston alex palmer
944,Batoru rowaiaru,2000,action adventur drama,futur japanes govern captur class ninthgrad student forc kill revolutionari battl royal act,7.6,kinji fukasaku,tatsuya fujiwara aki maeda tarô yamamoto takeshi kitano
945,The Royal Tenenbaums,2001,comedi drama,eccentr member dysfunct famili reluctantli gather roof variou reason,7.6,we anderson,gene hackman gwyneth paltrow anjelica huston ben stiller
946,Y tu mamá también,2001,drama,mexico teenag boy attract older woman embark road trip learn thing life friendship sex,7.6,alfonso cuarón,maribel verdú gael garcía bernal daniel giménez cacho ana lópez mercado
947,Harry Potter and the Sorcerer's Stone,2001,adventur famili fantasi,orphan boy enrol school wizardri learn truth famili terribl evil haunt magic world,7.6,chri columbu,daniel radcliff rupert grint richard harri maggi smith
948,The Others,2001,horror mysteri thriller,woman live darken old famili hous photosensit children convinc home haunt,7.6,alejandro amenábar,nicol kidman christoph eccleston fionnula flanagan alakina mann
949,Blow,2001,biographi crime drama,stori georg jung medellín cartel head pablo escobar establish american cocain market s unit state,7.6,ted demm,johnni depp penélop cruz franka potent rachel griffith
950,Enemy at the Gates,2001,drama histori war,russian german sniper play game catandmous battl stalingrad,7.6,jeanjacqu annaud,jude law ed harri joseph fienn rachel weisz
951,Minority Report,2002,action crime mysteri,futur special polic unit abl arrest murder commit crime offic unit accus futur murder,7.6,steven spielberg,tom cruis colin farrel samantha morton max von sydow
952,The Hurricane,1999,biographi drama sport,stori rubin hurrican carter boxer wrongli imprison murder peopl aid fight prove innoc,7.6,norman jewison,denzel washington vicel shannon deborah kara unger liev schreiber
953,American Psycho,2000,comedi crime drama,wealthi new york citi invest bank execut patrick bateman hide altern psychopath ego cowork friend delv deeper violent hedonist fantasi,7.6,mari harron,christian bale justin theroux josh luca sage
954,Lola rennt,1998,crime drama thriller,botch money deliveri lola minut come deutschmark,7.6,tom tykwer,franka potent moritz bleibtreu herbert knaup nina petri
955,The Thin Red Line,1998,drama war,adapt jame jone autobiograph novel focus conflict guadalcan second world war,7.6,terrenc malick,jim caviezel sean penn nick nolt kirk acevedo
956,Mulan,1998,anim adventur famili,save father death armi young maiden secretli goe place china greatest heroin process,7.6,toni bancroft,barri cook mingna wen eddi murphi bd wong
957,Fear and Loathing in Las Vegas,1998,adventur comedi drama,oddbal journalist psychopath lawyer travel la vega seri psychedel escapad,7.6,terri gilliam,johnni depp benicio del toro tobey maguir michael lee gogin
958,Funny Games,1997,crime drama thriller,violent young men mother father son hostag vacat cabin forc play sadist game amus,7.6,michael hanek,susann lothar ulrich mühe arno frisch frank gier
959,Dark City,1998,mysteri scifi thriller,man struggl memori past includ wife rememb nightmarish world wake,7.6,alex proya,rufu sewel kiefer sutherland jennif connelli william hurt
960,Sleepers,1996,crime drama thriller,prank goe disastr wrong group boy sent detent center brutal thirteen year later unexpect random encount guard give chanc reveng,7.6,barri levinson,robert niro kevin bacon brad pitt jason patric
961,Lost Highway,1997,mysteri thriller,anonym videotap presag musician murder convict gangster girlfriend lead mechan astray,7.6,david lynch,pullman patricia arquett john roseliu loui eppolito
962,Sense and Sensibility,1995,drama romanc,rich mr dashwood die leav second wife daughter poor rule inherit eldest daughter titl opposit,7.6,ang lee,emma thompson kate winslet jame fleet tom wilkinson
963,Die Hard: With a Vengeance,1995,action adventur thriller,john mcclane harlem store owner target german terrorist simon new york citi plan rob feder reserv build,7.6,john mctiernan,bruce willi jeremi iron samuel l jackson graham green
964,Dead Man,1995,adventur drama fantasi,run murder man account william blake encount strang aborigin american man name prepar journey spiritu world,7.6,jim jarmusch,johnni depp gari farmer crispin glover lanc henriksen
965,The Bridges of Madison County,1995,drama romanc,photograph robert kincaid wander life housewif francesca johnson day s,7.6,clint eastwood,clint eastwood meryl streep anni corley victor slezak
966,Apollo 13,1995,adventur drama histori,nasa devis strategi return apollo earth safe spacecraft undergo massiv intern damag put live astronaut board jeopardi,7.6,ron howard,tom hank paxton kevin bacon gari sinis
